id_manual,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,etiqueta_manual,observacion_manual
28,Pésima atención Te cobran y no te devuelven el dinero ni el producto Dicen q te solucionan de inmediato y luego te dicen q esperes 15 días Q inmediatos es eso Online no les aconsejo comprar,Wong,San Isidro,Retail,1,muy negativo,Hace 4 meses,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Pésima atención Te cobran y no te devuelven el dinero ni el producto Dicen q te solucionan de inmediato y luego te dicen q esperes 15 días Q inmediatos es eso Online no les aconsejo comprar,pésima atención te cobran y no te devuelven el dinero ni el producto dicen q te solucionan de inmediato y luego te dicen q esperes 15 días q inmediatos es eso online no les aconsejo comprar,189,36,False,False,False,False,True,muy negativo,True,False,,,
29,"Primera compra y una total decepción, el de mi adelante rogando xq no le cobren doble y a mi no me dieron los productos pero se cobraron d mi tarjeta. no recomendable",Tottus,Atocongo,Retail,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Primera compra y una total decepción, el de mi adelante rogando xq no le cobren doble y a mi no me dieron los productos pero se cobraron d mi tarjeta. no recomendable",primera compra y una total decepción el de mi adelante rogando xq no le cobren doble y a mi no me dieron los productos pero se cobraron d mi tarjeta no recomendable,166,32,False,False,False,False,True,muy negativo,True,False,,,
30,"¿Qué pasa con el personal? Totalmente apáticos, sin ganas de atender, no te guían cómo continuar las gestiones de tu servicio, etc. La atención es muy básica, casi como si te estuvieran haciendo un favor. ¿serán los efectos de la recesión?",Entel,San Isidro,Telecomunicaciones,2,negativo,Hace 2 años,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","¿Qué pasa con el personal? Totalmente apáticos, sin ganas de atender, no te guían cómo continuar las gestiones de tu servicio, etc. La atención es muy básica, casi como si te estuvieran haciendo un favor. ¿serán los efectos de la recesión?",qué pasa con el personal totalmente apáticos sin ganas de atender no te guían cómo continuar las gestiones de tu servicio etc la atención es muy básica casi como si te estuvieran haciendo un favor serán los efectos de la recesión,239,41,False,False,False,False,True,negativo,True,False,,,
31,"Buen lugar para ir de compras . El estacionamiento se cobra por hora y/o se valida por consumo. Creo que deberían explicarlo bien en el ticket, felizmente había un módulo visible y pude resolver mi duda. Por lo demás todo ok",Tottus,San Miguel,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen lugar para ir de compras . El estacionamiento se cobra por hora y/o se valida por consumo. Creo que deberían explicarlo bien en el ticket, felizmente había un módulo visible y pude resolver mi duda. Por lo demás todo ok",buen lugar para ir de compras el estacionamiento se cobra por hora y o se valida por consumo creo que deberían explicarlo bien en el ticket felizmente había un módulo visible y pude resolver mi duda por lo demás todo ok,224,41,False,False,False,False,True,muy positivo,True,False,,,
32,Este lugar es muy acogedor y tiene un buen lugar para estacionar su auto. Trato amable e ideal para realizar compras y tiene rutas que conectan a distintos distritos como a las playas del sur ❤️,Tottus,Atocongo,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Este lugar es muy acogedor y tiene un buen lugar para estacionar su auto. Trato amable e ideal para realizar compras y tiene rutas que conectan a distintos distritos como a las playas del sur ❤️,este lugar es muy acogedor y tiene un buen lugar para estacionar su auto trato amable e ideal para realizar compras y tiene rutas que conectan a distintos distritos como a las playas del sur,194,35,False,False,False,False,True,muy positivo,True,False,,,
33,"Muy buen banco, excelente atención, lugar con iluminación calida y su sistema de llamado a través de tarjeta o DNI es muy eficiente, a comparación del BCP de al lado que hacen colas infernales para todo. Durante las horas de la mañana día de semana vacío total.",Interbank,San Miguel,Banca,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Tienda+Interbank/@-12.0344632,-77.1653504,12z/data=!4m12!1m2!2m1!1sinterbank+san+miguel!3m8!1s0x9105c960e9e951c1:0xfbcdb751e56d4fe2!8m2!3d-12.0768784!4d-77.0811359!9m1!1b1!15sChRpbnRlcmJhbmsgc2FuIG1pZ3VlbCIDiAEBkgEEYmFua-ABAA!16s%2Fg%2F11h3ftdq6m?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy buen banco, excelente atención, lugar con iluminación calida y su sistema de llamado a través de tarjeta o DNI es muy eficiente, a comparación del BCP de al lado que hacen colas infernales para todo. Durante las horas de la mañana día de semana vacío total.",muy buen banco excelente atención lugar con iluminación calida y su sistema de llamado a través de tarjeta o dni es muy eficiente a comparación del bcp de al lado que hacen colas infernales para todo durante las horas de la mañana día de semana vacío total,261,47,False,False,False,False,True,muy positivo,True,False,,,
34,"Muy amables, buena atención, eficientes y rápidos",Entel,San Isidro,Telecomunicaciones,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy amables, buena atención, eficientes y rápidos",muy amables buena atención eficientes y rápidos,49,7,False,False,False,False,True,muy positivo,True,False,,,
35,Solo 2 teléfono para solicitar darse de baja o disminuir el paquete del trío. Sin tener en cuenta la demora a la atención de la llamada.,Movistar,San Isidro,Telecomunicaciones,3,neutral,Hace 3 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Solo 2 teléfono para solicitar darse de baja o disminuir el paquete del trío. Sin tener en cuenta la demora a la atención de la llamada.,solo 2 teléfono para solicitar darse de baja o disminuir el paquete del trío sin tener en cuenta la demora a la atención de la llamada,136,26,False,False,False,False,True,neutral,True,False,,,
36,"Ordenado y bien distribuido por dentro , hay de todo a buenos precios pero afuera mucho ruido y comercio ambulatorio.",Metro,Breña,Retail,4,positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Ordenado y bien distribuido por dentro , hay de todo a buenos precios pero afuera mucho ruido y comercio ambulatorio.",ordenado y bien distribuido por dentro hay de todo a buenos precios pero afuera mucho ruido y comercio ambulatorio,117,19,False,False,False,False,True,positivo,True,False,,,
37,"Colas muy largas y al llegar a caja despues de casi 40m, nos dice el cajero que el precio del producto no tenía el descuento que decía en el cartel, nos mandó al banco para que nos solucione el problema, al final estaba cerrado, y cuando decidimos dejar el producto, coincidimos con la admistradora, quien fue a verificar el precio y efectivamente tenía la rebaja, y todo el impase fue por un mal cajero, Pasamos un mal momento y además del tiempo perdido por una mala atención",Ripley,Jockey Plaza,Retail,3,neutral,Hace un año,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Colas muy largas y al llegar a caja despues de casi 40m, nos dice el cajero que el precio del producto no tenía el descuento que decía en el cartel, nos mandó al banco para que nos solucione el problema, al final estaba cerrado, y cuando decidimos dejar el producto, coincidimos con la admistradora, quien fue a verificar el precio y efectivamente tenía la rebaja, y todo el impase fue por un mal cajero, Pasamos un mal momento y además del tiempo perdido por una mala atención",colas muy largas y al llegar a caja despues de casi 40m nos dice el cajero que el precio del producto no tenía el descuento que decía en el cartel nos mandó al banco para que nos solucione el problema al final estaba cerrado y cuando decidimos dejar el producto coincidimos con la admistradora quien fue a verificar el precio y efectivamente tenía la rebaja y todo el impase fue por un mal cajero pasamos un mal momento y además del tiempo perdido por una mala atención,477,87,False,False,False,False,True,neutral,True,False,,,
38,"La tienda del Jockey es una de las que más variedad tiene, recomendable acudir día de semana (máximo hasta el jueves) para evitar la aglomeración.",Falabella,Jockey Plaza,Retail,5,muy positivo,Fecha de edición: Hace 3 años,"https://www.google.com/maps/place/Falabella+Jockey+Plaza/@-12.0865358,-76.9882888,15z/data=!4m8!3m7!1s0x9105c7b24f9a0559:0x828b01774db724c1!8m2!3d-12.086557!4d-76.977989!9m1!1b1!16s%2Fg%2F1tc_s1z8?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La tienda del Jockey es una de las que más variedad tiene, recomendable acudir día de semana (máximo hasta el jueves) para evitar la aglomeración.",la tienda del jockey es una de las que más variedad tiene recomendable acudir día de semana máximo hasta el jueves para evitar la aglomeración,146,25,False,False,False,False,True,muy positivo,True,False,,,
39,Si te atienden rapido si vas a renovar x otras cosas espera 4 a 5 horas una porkeria,Claro,Jockey Plaza,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Si te atienden rapido si vas a renovar x otras cosas espera 4 a 5 horas una porkeria,si te atienden rapido si vas a renovar x otras cosas espera 4 a 5 horas una porkeria,84,18,False,False,False,False,True,neutral,True,False,,,
40,"De todo, excelente atención, seguridad, un placer hacer mis compras siempre allá",Plaza Vea,San Borja,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","De todo, excelente atención, seguridad, un placer hacer mis compras siempre allá",de todo excelente atención seguridad un placer hacer mis compras siempre allá,80,12,False,False,False,False,True,muy positivo,True,False,,,
41,"Surtido en ropa, juguetes, electrodomésticos, hogar, etc",Ripley,Miraflores,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Surtido en ropa, juguetes, electrodomésticos, hogar, etc",surtido en ropa juguetes electrodomésticos hogar etc,56,7,False,False,False,False,True,positivo,True,False,,,
42,"El aforo está disminuido, pero el distanciamiento social no se observa, no se como se puede hacer con eso, recién empezó la campaña navideña y a mi parecer pienso que se va a desbordar Otro detalle es que el espacio entre las góndolas es pequeño no circula mucho el aire",Ripley,Jockey Plaza,Retail,3,neutral,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","El aforo está disminuido, pero el distanciamiento social no se observa, no se como se puede hacer con eso, recién empezó la campaña navideña y a mi parecer pienso que se va a desbordar Otro detalle es que el espacio entre las góndolas es pequeño no circula mucho el aire",el aforo está disminuido pero el distanciamiento social no se observa no se como se puede hacer con eso recién empezó la campaña navideña y a mi parecer pienso que se va a desbordar otro detalle es que el espacio entre las góndolas es pequeño no circula mucho el aire,270,50,False,False,False,False,True,neutral,True,False,,,
43,Super mercado en buena ubicación. Es más pequeño que los demás ubicados en otras zonas... 2do piso del Jockey Plaza,Plaza Vea,Jockey Plaza,Retail,4,positivo,Hace 2 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Super mercado en buena ubicación. Es más pequeño que los demás ubicados en otras zonas... 2do piso del Jockey Plaza,super mercado en buena ubicación es más pequeño que los demás ubicados en otras zonas 2do piso del jockey plaza,115,20,False,False,False,False,True,positivo,True,False,,,
44,Es muy tranquilo,BCP,La Molina,Banca,5,muy positivo,Hace 9 años,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es muy tranquilo,es muy tranquilo,16,3,False,False,False,False,True,muy positivo,True,False,,,
45,"Buen lugar, limpio y tranquilo. Ayuda q sea estacionamiento gratuito. Lo q si vi y me pareció muy mal son los señores q lavan autos como estafan muy mal servicio. Pará los q acostumbran lavar en estacionamiento en general no lo recomiendo. Aguán sucia, trapo asqueroso. No hechan cera como ofrecen solo silicona. Una desgracia. Me quedé ordenando unas cosas estacionado y pude ver todo lo q hacen.",Ripley,San Miguel,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen lugar, limpio y tranquilo. Ayuda q sea estacionamiento gratuito. Lo q si vi y me pareció muy mal son los señores q lavan autos como estafan muy mal servicio. Pará los q acostumbran lavar en estacionamiento en general no lo recomiendo. Aguán sucia, trapo asqueroso. No hechan cera como ofrecen solo silicona. Una desgracia. Me quedé ordenando unas cosas estacionado y pude ver todo lo q hacen.",buen lugar limpio y tranquilo ayuda q sea estacionamiento gratuito lo q si vi y me pareció muy mal son los señores q lavan autos como estafan muy mal servicio pará los q acostumbran lavar en estacionamiento en general no lo recomiendo aguán sucia trapo asqueroso no hechan cera como ofrecen solo silicona una desgracia me quedé ordenando unas cosas estacionado y pude ver todo lo q hacen,397,68,False,False,False,False,True,positivo,True,False,,,
46,"Gran variedad de productos, y un gran buffet con precios módicos.El servicio es de primera, el único problema es que si no tienes auto se te hará un poco difícil tomar un taxi, sobretodo si lleva muchos paquetes.",Tottus,Jockey Plaza,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Gran variedad de productos, y un gran buffet con precios módicos.El servicio es de primera, el único problema es que si no tienes auto se te hará un poco difícil tomar un taxi, sobretodo si lleva muchos paquetes.",gran variedad de productos y un gran buffet con precios módicos el servicio es de primera el único problema es que si no tienes auto se te hará un poco difícil tomar un taxi sobretodo si lleva muchos paquetes,212,39,False,False,False,False,True,positivo,True,False,,,
47,Muy bueno su aire acondicionado,Ripley,San Miguel,Retail,5,muy positivo,Hace 4 meses,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy bueno su aire acondicionado,muy bueno su aire acondicionado,31,5,False,False,False,False,True,muy positivo,True,False,,,
48,"Porfavor arreglen el CAJERO MULTIFUNCION, es la segunda vez quese queda mi dimero ahí.",BCP,Angelica Gamarra,Banca,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/BCP+Angelica+Gamarra/@-11.9733653,-77.1099482,13z/data=!4m12!1m2!2m1!1sbcp+los+olivos!3m8!1s0x9105cef101c57ec3:0xfea8dce7382feef!8m2!3d-12.0060555!4d-77.0709153!9m1!1b1!15sCg5iY3AgbG9zIG9saXZvcyIDiAEBWhAiDmJjcCBsb3Mgb2xpdm9zkgEEYmFua5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSb2JXUXpiVU4zRUFF4AEA-gEECAAQDg!16s%2Fg%2F11ckkrfmsb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Porfavor arreglen el CAJERO MULTIFUNCION, es la segunda vez quese queda mi dimero ahí.",porfavor arreglen el cajero multifuncion es la segunda vez quese queda mi dimero ahí,86,14,False,False,False,False,True,muy negativo,True,False,,,
49,"Tiene una amplia variedad de productos, lo que quieras lo encuentras aquí, tiene un montón de cajas, que aunque no fui a una hora de gran afluencia de personas creo que pueden superar con creces una gran cantidad de personas.",Plaza Vea,Miraflores,Retail,5,muy positivo,Hace 10 meses,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Tiene una amplia variedad de productos, lo que quieras lo encuentras aquí, tiene un montón de cajas, que aunque no fui a una hora de gran afluencia de personas creo que pueden superar con creces una gran cantidad de personas.",tiene una amplia variedad de productos lo que quieras lo encuentras aquí tiene un montón de cajas que aunque no fui a una hora de gran afluencia de personas creo que pueden superar con creces una gran cantidad de personas,225,40,False,False,False,False,True,muy positivo,True,False,,,
