comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision
Todo está caro salvó algunas cosas,Ripley,Miraflores,Retail,4,positivo,Fecha de edición: Hace 3 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Todo está caro salvó algunas cosas,todo está caro salvó algunas cosas,34,6,False,False,False,False,True,positivo,True,False,
"Muy buena variedad de ropa y calzado, solo le recomendaría tener personas que te ayuden a saber dónde está ubicado cada área porque pierdes mucho tiempo buscando lo que necesitas",Oechsle,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy buena variedad de ropa y calzado, solo le recomendaría tener personas que te ayuden a saber dónde está ubicado cada área porque pierdes mucho tiempo buscando lo que necesitas",muy buena variedad de ropa y calzado solo le recomendaría tener personas que te ayuden a saber dónde está ubicado cada área porque pierdes mucho tiempo buscando lo que necesitas,178,30,False,False,False,False,True,muy positivo,True,False,
"Tranquilo...no mucha gente,poquísima cola al pagar en caja ..👍👍👍👍👍…",Plaza Vea,San Borja,Retail,5,muy positivo,Hace 10 meses,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Tranquilo...no mucha gente,poquísima cola al pagar en caja ..👍👍👍👍👍…",tranquilo no mucha gente poquísima cola al pagar en caja,67,10,False,False,False,False,True,muy positivo,True,False,
"Este local de plaza vea es muy ordenado, tiene variedad de productos, pero sobretodo es ordenado y limpio. Los productos están segmentados y ordenados según el tipo ( alimentos, vestimenta, área de aseo , juguetes , entre otros)",Plaza Vea,Miraflores,Retail,5,muy positivo,Editado Hace 2 años,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Este local de plaza vea es muy ordenado, tiene variedad de productos, pero sobretodo es ordenado y limpio. Los productos están segmentados y ordenados según el tipo ( alimentos, vestimenta, área de aseo , juguetes , entre otros)",este local de plaza vea es muy ordenado tiene variedad de productos pero sobretodo es ordenado y limpio los productos están segmentados y ordenados según el tipo alimentos vestimenta área de aseo juguetes entre otros,228,35,False,False,False,False,True,muy positivo,True,False,
Pésimo servicio. Esta agencia la PEOR!,Scotiabank,Miraflores,Banca,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Scotiabank/@-12.0975172,-77.1197116,12z/data=!3m1!5s0x9105c819394a5af3:0x5abf258a63b34274!4m12!1m2!2m1!1sscotiabank+miraflores!3m8!1s0x9105c8193eb36fbd:0x114350115c53ffda!8m2!3d-12.1235795!4d-77.0294127!9m1!1b1!15sChVzY290aWFiYW5rIG1pcmFmbG9yZXMiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1yj2mg6jf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Pésimo servicio. Esta agencia la PEOR!,pésimo servicio esta agencia la peor,38,6,False,False,False,False,True,muy negativo,True,False,
quise comprar tv pero la gente de la tienda lo lleva pero arastrando con toda las caja en el suelo q pesimo servicio ya la deje el tv ahi no mas,Tottus,Jockey Plaza,Retail,1,muy negativo,una semana atrás,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",quise comprar tv pero la gente de la tienda lo lleva pero arastrando con toda las caja en el suelo q pesimo servicio ya la deje el tv ahi no mas,quise comprar tv pero la gente de la tienda lo lleva pero arastrando con toda las caja en el suelo q pesimo servicio ya la deje el tv ahi no mas,144,31,False,False,False,False,True,muy negativo,True,False,
"Super completo, solo me pasa de vueltas que los alimentos perecibles estén en un piso superior (se sube por la escalera eléctrica).",Wong,Miraflores,Retail,5,muy positivo,Hace 3 meses,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Super completo, solo me pasa de vueltas que los alimentos perecibles estén en un piso superior (se sube por la escalera eléctrica).",super completo solo me pasa de vueltas que los alimentos perecibles estén en un piso superior se sube por la escalera eléctrica,131,22,False,False,False,False,True,muy positivo,True,False,
"Buen espacio y todo pero el personal 0/10 , te hablan mal",Ripley,Jockey Plaza,Retail,3,neutral,Hace un año,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen espacio y todo pero el personal 0/10 , te hablan mal",buen espacio y todo pero el personal 0 10 te hablan mal,57,12,False,False,False,False,True,neutral,True,False,
Me encanta esta tienda. Tiene una gran variedad de ropa y accesorios. Con ofertas por doquier. Se los recomiendo mucho 😍😍…,Oechsle,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me encanta esta tienda. Tiene una gran variedad de ropa y accesorios. Con ofertas por doquier. Se los recomiendo mucho 😍😍…,me encanta esta tienda tiene una gran variedad de ropa y accesorios con ofertas por doquier se los recomiendo mucho,122,20,False,False,False,False,True,muy positivo,True,False,
Muy buena la Atención y fue rápido,Movistar,San Isidro,Telecomunicaciones,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy buena la Atención y fue rápido,muy buena la atención y fue rápido,34,7,False,False,False,False,True,muy positivo,True,False,
"Pésimo. Como que es una constante y que el 90% de usuarios lo sufre. Aparte de la inmensa cola, la indolencia y desconocimiento de su trabajo de los que atienden. Hoy fui a presentar una queja por un trámite que hice el 08 de julio. Tengo el trío y fui a cambiarlo. Pedí que me retiren la telefonía fija y el Internet y quedarme con el cable. Me dijeron que en máximo 4 días, se operativizaba mi pedido. Entre el 08 y el 09 de julio, me llamaron 2 ""funcionarios"", de movistar, para pedirme la misma y tediosa información, para ""confirmar"", mi solicitud. Si embargo, hasta la fecha, continúo igual. Lo peor es que me han remitido el recibo de julio, por S/. 258.80, más que antes. Es realmente incomprensible. Hoy me indicaron que en 48 horas, resuelven mi problema y me informarán por mi correo, el resultado de mi gestión. Esperaré con poca credibilidad.",Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésimo. Como que es una constante y que el 90% de usuarios lo sufre. Aparte de la inmensa cola, la indolencia y desconocimiento de su trabajo de los que atienden. Hoy fui a presentar una queja por un trámite que hice el 08 de julio. Tengo el trío y fui a cambiarlo. Pedí que me retiren la telefonía fija y el Internet y quedarme con el cable. Me dijeron que en máximo 4 días, se operativizaba mi pedido. Entre el 08 y el 09 de julio, me llamaron 2 ""funcionarios"", de movistar, para pedirme la misma y tediosa información, para ""confirmar"", mi solicitud. Si embargo, hasta la fecha, continúo igual. Lo peor es que me han remitido el recibo de julio, por S/. 258.80, más que antes. Es realmente incomprensible. Hoy me indicaron que en 48 horas, resuelven mi problema y me informarán por mi correo, el resultado de mi gestión. Esperaré con poca credibilidad.",pésimo como que es una constante y que el 90 de usuarios lo sufre aparte de la inmensa cola la indolencia y desconocimiento de su trabajo de los que atienden hoy fui a presentar una queja por un trámite que hice el 08 de julio tengo el trío y fui a cambiarlo pedí que me retiren la telefonía fija y el internet y quedarme con el cable me dijeron que en máximo 4 días se operativizaba mi pedido entre el 08 y el 09 de julio me llamaron 2 funcionarios de movistar para pedirme la misma y tediosa información para confirmar mi solicitud si embargo hasta la fecha continúo igual lo peor es que me han remitido el recibo de julio por s 258 80 más que antes es realmente incomprensible hoy me indicaron que en 48 horas resuelven mi problema y me informarán por mi correo el resultado de mi gestión esperaré con poca credibilidad,855,156,False,False,False,False,True,muy negativo,True,False,
"Se consigue de todo,frutas y verduras frescas . Lo amé ❤️",Wong,San Isidro,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Se consigue de todo,frutas y verduras frescas . Lo amé ❤️",se consigue de todo frutas y verduras frescas lo amé,57,10,False,False,False,False,True,muy positivo,True,False,
El personal altamente capacitado ofrece una excelente prestación de servicios. El Local es agradable.,Claro,Miraflores,Telecomunicaciones,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",El personal altamente capacitado ofrece una excelente prestación de servicios. El Local es agradable.,el personal altamente capacitado ofrece una excelente prestación de servicios el local es agradable,101,14,False,False,False,False,True,muy positivo,True,False,
"La central del Banco, muy buena atención y excelente infraestructura.",BBVA,San Isidro,Banca,5,muy positivo,Hace 9 años,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La central del Banco, muy buena atención y excelente infraestructura.",la central del banco muy buena atención y excelente infraestructura,69,10,False,False,False,False,True,muy positivo,True,False,
"Grata ""experiencia de pago"" en CAJA EXPRESS: Atención inmediata (captación), y sin cola, frente a un representante cerca al lugar de los productos elegidos...(solo modalidad con tarjeta). Puntos a mejorar: Proceso de embalaje - Etiquetado para el control de salida de producto(s)",Oechsle,Plaza Norte,Retail,4,positivo,Hace un año,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Grata ""experiencia de pago"" en CAJA EXPRESS: Atención inmediata (captación), y sin cola, frente a un representante cerca al lugar de los productos elegidos...(solo modalidad con tarjeta). Puntos a mejorar: Proceso de embalaje - Etiquetado para el control de salida de producto(s)",grata experiencia de pago en caja express atención inmediata captación y sin cola frente a un representante cerca al lugar de los productos elegidos solo modalidad con tarjeta puntos a mejorar proceso de embalaje etiquetado para el control de salida de producto s,279,43,False,False,False,False,True,positivo,True,False,
"Venid cargados de mucha paciencia y batería porque pasareís buena parte del día esperando a ser atendidos. Muchas personas mayores y no tan mayores se quejan en grupo pero, los dependientes, ya acostumbrados, hacen de oídos sordos. Si buscáis a un ""responsable"" perderéis tiempo y fila.",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 8 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Venid cargados de mucha paciencia y batería porque pasareís buena parte del día esperando a ser atendidos. Muchas personas mayores y no tan mayores se quejan en grupo pero, los dependientes, ya acostumbrados, hacen de oídos sordos. Si buscáis a un ""responsable"" perderéis tiempo y fila.",venid cargados de mucha paciencia y batería porque pasareís buena parte del día esperando a ser atendidos muchas personas mayores y no tan mayores se quejan en grupo pero los dependientes ya acostumbrados hacen de oídos sordos si buscáis a un responsable perderéis tiempo y fila,286,46,False,False,False,False,True,muy negativo,True,False,
"Se espera demasiado para la atención, el personal está ahí, conversando entre ellos sin llamar para atender, solo si vas a comprar equipo o renovar una chica lleva el dni para la atención rápida. Los que vamos por otra cosa podemos esperar una hora fácil",Movistar,San Isidro,Telecomunicaciones,3,neutral,Hace 8 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Se espera demasiado para la atención, el personal está ahí, conversando entre ellos sin llamar para atender, solo si vas a comprar equipo o renovar una chica lleva el dni para la atención rápida. Los que vamos por otra cosa podemos esperar una hora fácil",se espera demasiado para la atención el personal está ahí conversando entre ellos sin llamar para atender solo si vas a comprar equipo o renovar una chica lleva el dni para la atención rápida los que vamos por otra cosa podemos esperar una hora fácil,254,45,False,False,False,False,True,neutral,True,False,
"Amplio parqueo en los sótanos. Buenas ofertas en ropa para niños. A mi parecer por más que no sea tan grande tiene de todo, está bien surtida. La parte de perfumes es bien grande, tienen todas las marcas y la atención es muy buena.",Ripley,Miraflores,Retail,5,muy positivo,Fecha de edición: Hace 7 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Amplio parqueo en los sótanos. Buenas ofertas en ropa para niños. A mi parecer por más que no sea tan grande tiene de todo, está bien surtida. La parte de perfumes es bien grande, tienen todas las marcas y la atención es muy buena.",amplio parqueo en los sótanos buenas ofertas en ropa para niños a mi parecer por más que no sea tan grande tiene de todo está bien surtida la parte de perfumes es bien grande tienen todas las marcas y la atención es muy buena,231,44,False,False,False,False,True,muy positivo,True,False,
"Atención, calidad y servicio muy mala. El personal no tiene vocación ni conocimiento de lo que ofrece o ejerce, publicidad engañosa y con los planes y servicios peor aún...",Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 8 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Atención, calidad y servicio muy mala. El personal no tiene vocación ni conocimiento de lo que ofrece o ejerce, publicidad engañosa y con los planes y servicios peor aún...",atención calidad y servicio muy mala el personal no tiene vocación ni conocimiento de lo que ofrece o ejerce publicidad engañosa y con los planes y servicios peor aún,172,29,False,False,False,False,True,muy negativo,True,False,
"la atencion por parte del asesor fue buena pero su sistema es demasiado lento, la computadora del asesor se colgo multiples veces, lo que ocasiono que la atencion durara mas de lo debido",Movistar,San Miguel,Telecomunicaciones,2,negativo,Hace 5 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","la atencion por parte del asesor fue buena pero su sistema es demasiado lento, la computadora del asesor se colgo multiples veces, lo que ocasiono que la atencion durara mas de lo debido",la atencion por parte del asesor fue buena pero su sistema es demasiado lento la computadora del asesor se colgo multiples veces lo que ocasiono que la atencion durara mas de lo debido,186,33,False,False,False,False,True,negativo,True,False,
