id_registro,empresa,rubro,estrellas,comentario_limpio,etiqueta_llm,confianza_llm,justificacion_llm,etiqueta_pipeline_anterior,etiqueta_corregida
3321,Plaza Vea,Retail,5,"Llevo comprando ahí desde hace 5 años y hasta el momento no le encuentro defectos. Es el sitio perfecto para hacer las compras de la semana y para alguna necesidad ocasional. Encuentro de todo, a buen precio y con buenas ofertas. La mejor opción para visitar sin tener que ir a centros de esparcimiento grandes como Megaplaza o Plaza Norte.",muy positivo,0.97,Elogio entusiasta y recomendación fuerte.,muy positivo,
4030,Tottus,Retail,5,Este lugar es muy acogedor y tiene un buen lugar para estacionar su auto. Trato amable e ideal para realizar compras y tiene rutas que conectan a distintos distritos como a las playas del sur ❤️,muy positivo,0.97,Elogio entusiasta y recomendación fuerte.,muy positivo,
3190,Plaza Vea,Retail,5,"Las frutas, la comida, y la panadería son de buena calidad ❤️ Y tiene un buen trato al cliente.",muy positivo,0.98,"Calidad buena y trato amable, elogio sin reservas",muy positivo,
2166,Movistar,Telecomunicaciones,1,"Pésimo, pase mis dos líneas post pago a Prepago en Abril, fui atendido, me dieron un documento firmado y sellado y después de un mes, me siguen cobrando y en ela sistema no figura, a que juegan, lo hacen apropósito, son prácticas deshonestas. Ojalá desaparezcan.",muy negativo,0.98,"Enfado fuerte, denuncia fraude, sugiere desaparición.",muy negativo,
1839,Metro,Retail,2,"De lo peor, el local es grande pero está mal distribuido, muy desordenado, hay suciedad en el piso, si quieres usar los baños tienes que pagar (???) personal prepotente y sin ganas de trabajar.",muy negativo,0.98,"Queja grave sobre limpieza, distribución y personal, desaconseja.",negativo,
544,Claro,Telecomunicaciones,2,"No solucionan problemas creados por ellos, parecen deudas qué ellos no saben explicar el origen y encima amenazan con reportar a centrales de riesgo. El internet hogar de mala calidad, he tenido que migrar a otro operador telefónico.",muy negativo,0.98,"Critica falta de solución, amenazas y mala calidad de internet",negativo,
2399,Movistar,Telecomunicaciones,1,"Terrible lugar sin ventanas ni aire acondicionado, uno fácilmente se sofoca aquí. La atención es ineficiente y poco empática, desganada incluso. Nada recomendable. Preferible no tener celular o internet en casa a contratar Movistar.",muy negativo,0.98,"Fuerte queja, desaconseja totalmente el local.",muy negativo,
746,Claro,Telecomunicaciones,1,Los extranjeros están siendo estafados descaradamente. Pocas veces he recibido un servicio tan poco amable. Los extranjeros son víctimas de una estafa total. No compren una tarjeta SIM aquí.,muy negativo,0.98,"Queja grave, advierte estafa y recomienda no comprar",muy negativo,
1887,Metro,Retail,4,"Es un lugar bien grande y surtido,con muy buenos productos ,hay buena atención,todo muy ordenado y limpio.me gustan mucho las aceitunas que ahí venden son de muy buena calidad,las recomiendo.también hay el sistema de pago rápido ,para máximo 7 productos en el cual tu mismo haces la pre-liquidación de tus compras ,pasando el sensor por cada uno de ellos e indicando cual es la forma de pago por la que vas a optar y ya sólo llegas donde las cajeras a pagar según el método escogido y recoger tu comprobante de pago.es un sistema ágil y agiliza el tiempo de permanencia en el supermercado.",muy positivo,0.98,Elogio extenso y entusiasta del supermercado.,positivo,
966,Entel,Telecomunicaciones,5,"La tienda es amplia el personal amable, muy a gusto, siempre te dan alternativas de solución y son muy pacientes.",muy positivo,0.98,"Amplia, personal amable y soluciones pacientes",muy positivo,
2758,Plaza Vea,Retail,1,"He ido varias veces este verano a Plaza Vea, al del Cortijo en Barranco, al de Miraflores y a este de Jockey. NO HAY AIRE ACONDICIONADO, la experiencia de compra es negasta. Solo quieres irte. No volveremos. Iremos a algún supermercado donde no se ahorren el aire y tengan tmb a sus empleados bien cuidados. No pasando un calor inhumano.",muy negativo,0.98,"Queja fuerte, rechazo total, indica no volver.",muy negativo,
1063,Entel,Telecomunicaciones,2,"Pésimo servicio, no están organizados. No saben a dónde debe acercarse el cliente. Mala atención en caja.",muy negativo,0.98,"Fuerte queja de servicio y organización, tono extremadamente negativo.",negativo,
1833,Metro,Retail,1,"Desde que existe una nueva administración del estacionamiento en Metro La Marina, es decir Los Portales, el servicio es pésimo. La otra vez gasté más de 1000 soles y por pasarme 2 minutos me cobraron igual 10 soles. Siempre hay una cola enorme para pagar y encima la mayoría de las personas que atiende, cero empatía y pésimo trato. Por esta razón 1 estrella para Metro, que antes solía ser un buen lugar para comprar.",muy negativo,0.98,"Quejas graves, cobro excesivo, trato pésimo, recomienda no ir.",muy negativo,
3993,Tottus,Retail,5,"Venden de todo, pasen a probar la sección de comidas, recomendado excepto por el precio Psdt: Comprenme carritos Hotwheels y un play 5",positivo,0.99,Recomendación general pese al precio alto.,,
4143,Tottus,Retail,5,Una tienda super grande. Puedes conseguir productos para completar la canasta básica y tambn algún antojito. Cuenta con farmacia por dentro. Baños públicos y cajeros automáticos.,neutral,0.99,Descripción objetiva sin valoración positiva ni negativa.,muy positivo,
558,Claro,Telecomunicaciones,2,"No me gustó la atención porque tienen una mala coordinación interna. Primero, nos dan unos requisitos para ser atendidos como empresa en la tienda, llegamos pero no nos atendieron porque alegan que los requisitos son otros. Finalmente, al retornar a la oficina, nuestra funcionaria comenta que igual debían que atendernos en la tienda con los documentos de sustento que llevamos.",muy negativo,0.99,Queja grave de mala coordinación y pérdida de tiempo.,negativo,
3309,Plaza Vea,Retail,5,"Hay variedad de productos aunque podría mejorar, sobretodo en servicio, ya que la última vez que estuve allí, la cajera que nos atendió a li mamá y a mí, nos brindó muy mala atención.",negativo,0.99,Queja clara de mala atención pese a variedad.,,
1316,Falabella,Retail,4,"Lugar amplio, variado y con personal amable. Sin embargo para el recojo en tienda cuentan con muy poco personal.",positivo,0.99,"Elogio espacio y amabilidad, menciona poco personal.",neutral,
2437,Movistar,Telecomunicaciones,2,"La atención es muy lenta. No tiene centro de informes. Llegado el turno de atención, me dicen que el trámite no corresponde. Tiempo perdido.",negativo,0.99,Queja de lentitud y pérdida de tiempo.,negativo,
2328,Movistar,Telecomunicaciones,4,"La atención ha mejorado mucho, el flujo de clientes ha bajado también, el asesoramiento es mejor, no se enfocan en venderte lo mas caro sino en ver que necesidades tienes y sobre eso te ofrecen el plan mas adecuado. Rápido y sencillo. El estacionamiento es un dolor de cabeza.",positivo,0.99,"Elogio atención y asesoría, aunque critica estacionamiento.",,
4714,Wong,Retail,5,"Mantiene su calidad y calidez en la atención, los productos de muy buena calidad y variedad, siempre una solución para una reunión no planificadao simplemente para darte un gusto gastronómico o el placer de preparar vg una parrilla en familia con un buen vino",muy positivo,0.99,"Elogio entusiasta de calidad, variedad y atención cálida.",muy positivo,
106,BBVA,Banca,5,BBVA continental excelente arquitectura.,positivo,0.99,"Elogio a la arquitectura, tono positivo.",muy positivo,
2105,Movistar,Telecomunicaciones,1,"ESTAFADORES Solicité baja de un servicio Duo Hogar por teléfono por que me mudaba, luego de insistirle a la operadora que quería la baja y no descuentos ni cambio de plan (porque me tuvo media hora rogándome e insistiéndome que no dé de baja el servicio) Le expliqué que me mudaba y no viviría ahi, le repetí por lo menos 10 veces la Baja Total del servicio, me llega ahora un recibo de dos meses de deuda. Hice mi reclamo y me mandan una carta donde dicen que mi reclamo es infundado, que no ven ninguna solicitud de baja. La chica esta hizo una baja de componentes y no de servicio, a pesar de mi insistencia y paciencia de explicarle el porque cancelaba el servicio, esto es una estafa total y encima ahora hay una deuda por un servicio que no use dos meses porque nadie vive en esa casa.",muy negativo,0.99,"Denuncia estafa, cobro indebido y mala gestión.",muy negativo,
3867,Scotiabank,Banca,1,No existe,neutral,0.99,"Comentario sin valoración, solo indica ausencia.",muy negativo,
780,Claro,Telecomunicaciones,3,"Mala atencion, no estan concentrados en su trabajo los asesores",negativo,0.99,Queja de mala atención y falta de concentración.,,
923,Entel,Telecomunicaciones,1,"Si pudiera darle 0 estrellas lo haria. El servicio de Entel es NEFASTO. Hice una portabilidad y por más que han pasado más de 10 dias no tengo linea. La srita que realizó mi portabilidad Mary Suico solo esperó a que haga el pago del chip para pasarme a entel y luego, a pesar de que no tenia linea y le escribia diariamente, NUNCA me contestó. Voy yendo 3 veces a quejarme presencialmente y lo Unico que te dicen es que es un error del sistema, que no pueden hacer nada más que enviar un correo y esperar 72 horas. NO PIENSEN EN PASARSE JAMÁS A ENTEL, SU SERVICIO ES PÉSIMO, LA ATENCIÓN ES TERRIBLE Y NADIE TE SOLUCIONA NADA.",muy negativo,0.99,"Queja grave, enojo extremo, recomienda no usar.",muy negativo,
532,Claro,Telecomunicaciones,1,"Hace más de 7 años fui a este Centro de atención, vivía por la zona y veía siempre siempre largas colas; veo que algo mejoró. Al parecer, ya no hay dos colas! (Una cola para sacar el bendito ticket, con una persona y esa cola demoraba 90 mins y otra cola para la atención con el personal calificado para atenderte supuestamente, quien al final no soluciona ni M, y allí perdiste 30 minutos; al final 2 horas de pie!; si sufres de incontinencia renal fuiste en este local! No hay SSHH) Igual siguen sin atender y andan mirándose las caras y como dicen algunos sonseando, hablando entre ellos, es que no hay un administrador? Pésima atención y hoy por hoy; nuevamente luego de años que les puse un mal review, me llega un mensaje que alguien le dio like a mi comment aquí y resulta ser, que no veo mi comment de hace 7 años y me piden valorar nuevamente la empresa y me he basado en los 89 comentarios vistos y ratifico mi 1 estrella y como dije en mi anterior post, les calificaría con -5 si hubiera valores negativos!",muy negativo,0.99,Queja extensa y severa sobre atención y gestión,muy negativo,
3768,Ripley,Retail,5,Amplio estacionamiento y muy buenos controles de bioseguridad. Encuentras casi todas las tiendas.. muy variado....,muy positivo,0.99,"Elogio amplio, buen control bioseguridad y variedad.",muy positivo,
946,Entel,Telecomunicaciones,4,"Muy buena la atención hay muchos equipos pero que pena que no haya el moto edge 30 Neo, fusión y ultra, me dijeron que apartir de 15 posiblemente..😑…",positivo,0.99,"Elogio a atención y stock, aunque falta modelo.",,
4386,Wong,Retail,4,Me gusta este lugar por qué queda cerca a casa...lo único de malo que le falta poner mejor cantidad de carnes y uno que otro producto que lo supera de lejos Plaza Vea que está en frente.,neutral,0.99,"Elogio ubicación, pero critica cantidad de carnes y productos.",positivo,
350,BanBif,Banca,3,APP de banca movil mediocre.,negativo,0.99,"Califica la app como mediocre, muestra insatisfacción.",negativo,
3400,Ripley,Retail,2,"Fue una mala experiencia. Primero nos orientaron mal, luego de ir del 1er al 4to piso, nos enviaron al 2do piso, a hacer una cola que no avanzaba (atención al cliente) debido a que sólo atendía una señorita que por ratos se iba. Después fuimos a cambiar el producto, cero empatía de los vendedores, atentos más a sus celulares. En caja la experiencia no fue muy distinta.",muy negativo,0.99,"Mala orientación, falta de empatía y atención deficiente",negativo,
473,Claro,Telecomunicaciones,5,Me atendieron super rápido,positivo,0.99,Elogio de rapidez en la atención.,,
26,BBVA,Banca,1,Pésimo atención y pocas ventanillas para ser una Central.,muy negativo,0.99,Uso de 'pésimo' y queja grave sobre atención.,muy negativo,
35,BBVA,Banca,1,Muy mal el atención al cliente preferencial esperando turno cada turno de 15 a 20 minutos no bueno,muy negativo,0.99,Queja fuerte por larga espera y mala atención.,muy negativo,
1678,Metro,Retail,1,"Pésimo servicio... sus muebles vienen con fallas. cuando haces el reclamo por una pieza en específico, te hacen regresar todo el producto indicándo que te cambian todo necesariamente; ya con el producto ahí te devuelven lo mismo(cambiando solo la pieza en reclamo). Haciéndote gastar movilidad doble y tiempo también",muy negativo,0.99,"Denuncia pésimo servicio, fallas y pérdida de tiempo.",muy negativo,
363,Claro,Telecomunicaciones,1,Muy lenta atención... Pero si compras caro... Vuelan. El peor servicio. Encima su página web no permite registrar reclamo alguno.,muy negativo,0.99,"Queja grave de lenta atención, peor servicio y sin reclamos",muy negativo,
1674,Metro,Retail,1,"Ingresé a Metro de Breña, después de muchos años con vehículo. Fui a buscar muebles para renovar mi casa. El vendedor fue muy amable. Se demoró en traer una de las cajas... Al salir revisaron lo que llevaba, pero no fui advertida sobre sellado de ticket de parque, al otro extremo de mi estacionsmiento. Debido a la demora en encontrar el producto y a otras compras que realicé, me cobraron 10 soles por 7 minutos extras, a pesar de que mi compra fue de s/71.78 +329.80 soles... No entiendo su criterio... Además hay que tener en cuenta que no hay personal de la empresa LOS PORTALES en las puertas para orientación de los usuarios... Desde que están LOS PORTALES, siento que es un abuso contra el consumidor... Muchos hacemos compras con calma para evitar olvidos de productos .... No creo volver a realizar mis compras en Metro....",muy negativo,0.99,"Cobro extra, mala atención y abuso al consumidor",muy negativo,
2372,Movistar,Telecomunicaciones,1,"Horrible, no atienden bien a los clientes, parados mientras esperan turno de atención. Si es por whatsapp no solucionan nada. Esa dizque empresa juhm.",muy negativo,0.99,"Servicio horrible, falta de respuesta y atención",muy negativo,
2162,Movistar,Telecomunicaciones,1,"Atención pésima. Hay un montón de empleados que no están haciendo nada y si les preguntas algo la respuesta es siempre ""no lo sé, pregunte en ese otro escritorio"". La persona que nos atendió lo hizo de mala forma y nos dio información incompleta. Fuimos para comprar un chip de celular: 40 min en una cola de 7 personas para pagar en la caja, nos tomaron 5 veces la huella digital! estuvimos como 1 hora. Como no se puede cargar crédito en la misma tienda Movistar (?), tuvimos que ir a un supermercado y al cargar el crédito, no pudimos usarlo porque nos pedía información para activar el chip como el código del empleado que nos vendió el mismo... Qué nadie nos dio en la tienda de Movistar! Cómo si no supiesen que es necesario para activar el chip... Total que no hemos podido activarlo por la inutilidad de sus empleados. Vergonzoso. Movistar falta el respeto a sus clientes. Nunca más voy a intentar contratar sus servicios.",muy negativo,0.99,"Queja extensa, enojo fuerte, indica no volver.",muy negativo,
3384,Ripley,Retail,1,Él banco Ripley es un banco que no sabe respetar las normas y los reglamentos de la empresa a sus clientes te conbran de mas y no respetan las coutas que uno pone al comprar sus productos al.principio te engancha todo va bien y después vienen los problemas yo no recomendaría sacar esta tarjeta de delincuentes estafadores y que incumple su reglamento tienen muchas denuncias en indecopi no deberíamos consumir a esta empresa para que se largue del Perú son Delincuentes,muy negativo,0.99,"Denuncia grave, recomienda no consumir",muy negativo,
651,Claro,Telecomunicaciones,1,Me cobraron S/30 para un control remote nuevo. No hay buenos opciones buenos para servicio de cable en Lima.🙄…,negativo,1.0,Queja por cobro y falta de buenas opciones,muy negativo,
647,Claro,Telecomunicaciones,1,"Local de venta y pagos de claro. Muchas veces es mas recomendable buscar otro local, ya que la atención es un verdadero calvario. Pésima atención de personal de ventas y consultas, agentes de seguridad son mas atentos muchas veces. Colas interminables a partyir de las 4 pm.",muy negativo,1.0,"Atención pésima, colas largas, recomienda buscar otro local",muy negativo,
4799,Wong,Retail,5,"Limpio, ordenado y encuentras de todo. Bien.",positivo,1.0,Elogio breve a limpieza y variedad,muy positivo,
3244,Plaza Vea,Retail,3,"Es un lugar donde puedes encontrar de todo a buenos precios.. Lo malo es que las personas de seguridad se creen autoridad para darte órdenes, eso me parece una falta de respeto..",neutral,1.0,"Elogia precios, pero critica actitudes de seguridad",neutral,
2486,Oechsle,Retail,1,"El servicio al cliente de OECHSLE del Jockey Plaza sencillamente es pésimo, compre un scooter y me vino con el cargado defectuoso me acerqué con el cargador hable con una señorita que no quiso recepcionar el cargador para su cambio, cuando le pedí el número del proveedor de esa marca tampoco lo tenía y me dio un número que cuando llame me contesta una operadora diciendo que en breve me llegara un mensaje de texto el cual me manda a su página. Hasta el momento sin solucionar mi caso",muy negativo,1.0,"Servicio pésimo, producto defectuoso y sin solución",muy negativo,
1076,Entel,Telecomunicaciones,4,Buen centro se atencion algo lento pero al lado de otros es el mejor,positivo,1.0,"Mayoría positiva, destaca como el mejor pese a lentitud",positivo,
1345,Falabella,Retail,5,"excelente tienda , cada vez que la visito veo bastante rotación en la ropa ,accesorios que venden. también he notado buenas ofertas que animan a comprarles. La atencion al cliente es buena y cuando voy pagar la caja la cola avanza rápida . en conclusión le recomiendo a todos hacer sus compras en una de la mejores tienda que tiene Miraflores Lima . comparto algunas fotos que tome . para que puedan revisar",muy positivo,1.0,"Elogio entusiasta, recomienda ampliamente la tienda",muy positivo,
3922,Tottus,Retail,3,"La atención de cajas en horario noche (7-9pm) es demasiado LENTA, poco personal y largas colas. X lo demás tiene buenas ofertas y VARIEDAD de productos 👍🏻…",neutral,1.0,Combina queja de lentitud con elogio a ofertas,neutral,
2404,Movistar,Telecomunicaciones,1,"Pésimo servicio por parte de la empresa, no tanto de sus trabajadores. Efectuo un reclamo y me mandan a otro local para agilizar y recoger el resultado. Cuando voy a ese otro local, me dicen que ahí no ven ese tipo de reclamos, que vuelva al centro donde me atendieron. No volví a ir. Luego de un mes, que era el plazo establecido para recoger el resultado de mi reclamo, vuelvo a plaza San Miguel (ahí efectué el reclamo), y me dicen que vuelva a ir al otro centro a ver en que estado se encuentra el reclamo. Se vayan a la rppdsm",muy negativo,1.0,"Servicio pésimo, redirecciones y falta de solución",muy negativo,
1011,Entel,Telecomunicaciones,1,"Primera vez que solicito un servicio de ellos y la peor atención de mi vida. 1) Te contratan planes que no solicitas. 2) El mismo supervisor parece que sabe de este proceder porque si se le reclama se va por la tangente. 3) Una vez que ya compraste olvídate del buen trato porque te mandarán a llenar un formulario que lo único que hará es dilatar el tiempo y no evidenciar sus prácticas. 4) Recomiendo que soliciten el libro de reclamaciones y graben ante la negativa porque así lo hice yo. 5) No me importa el contrato porque podría pagarlo, lo que me incomoda es la mala fe de este personal. 6) Adjunto fotos del supervisor y tengo el vídeo de su negativa a entregarme el libro de reclamaciones.",muy negativo,1.0,"Quejas graves, recomienda no usar el servicio",muy negativo,
2940,Plaza Vea,Retail,3,"Amplio local donde prácticamente hay de todo para comprar para la casa. Sin embargo le falta un ordenamiento más eficiente en la distribución de sus productos y una señaletica más visible. Sin ello, el recorrido para la compra no es amigable.",neutral,1.0,Elogia variedad pero critica desorden y señalética,negativo,
1106,Entel,Telecomunicaciones,5,Con aire acondicionado. Espacioso,neutral,1.0,Comentario descriptivo sin valoración,neutral,
4681,Wong,Retail,4,Ya no es la misma de años anteriores. Ahora Uno mismo tiene que en bolsar sus productos,negativo,1.0,Se lamenta del deterioro del servicio,,
93,BBVA,Banca,5,Súper ordenado y limpio,positivo,1.0,Elogio breve a orden y limpieza,muy positivo,
2159,Movistar,Telecomunicaciones,1,"Nos hicieron esperar más de 20 minutos. Al ser extranjero no pude sacar turno porque no tengo DNI, y después de formarme me informan que no manejan prepagos, cuando eso fue lo primero que preguntamos. Si eres extranjero, no pierdas tu tiempo: mejor contrata una eSIM digital desde el inicio.",muy negativo,1.0,"Experiencia frustrante, advierte no perder tiempo",muy negativo,
3016,Plaza Vea,Retail,5,"Mis 2 últimas visitas han sido a 2 locales renovados recientemente reaperturados. Encontré enorme variedad de productos, muy ordenado y limpio. Muchas cajas disponibles para el pago y un excelente estacionamiento. Encontré algunas ofertas.",muy positivo,1.0,"Elogio amplio, orden, limpieza y excelentes facilidades",muy positivo,
3013,Plaza Vea,Retail,5,Encontré lo que buscaba y me apoyo el personal en todo momento.,positivo,1.0,Encuentra producto y recibe apoyo del personal,muy positivo,
3351,Plaza Vea,Retail,5,"Porque, puedes venir al banco Interbank que siempre , hay uno , en plaza vea",neutral,1.0,Comentario informativo sin valoración clara,neutral,
3558,Ripley,Retail,4,Buena tienda surtida y encuentras de todo tienen buenas ofertas en productos para el hogar y ahora en época navideña remate de adornos para el árbol y otros están sacando una bonita colección de invierno hay que estar atentos a los días de liquidación que tienen muy buenas ofertas,muy positivo,1.0,"Entusiasta, destaca ofertas y colección navideña",positivo,
2409,Movistar,Telecomunicaciones,1,"Adquiero cable un paquete HD, HBO, y Fox Primiun el 22/06 con número de pedido 9149679 que costaba S/ 20.00 cada uno el paquete HBO, FOX Primiun y el día 3/07 me instalan el cable y contiene HD y para obtener me quieren cobrar S/35.00 HBO, FOX Primiun cada uno porque es una promoción Julio que sinvergüenza.",muy negativo,1.0,Denuncia cobro extra y promoción engañosa,muy negativo,
