comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url
"Teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero, me demore en comprarlo 25 minutos, sino la cochera me cobraba 6 soles por hora. El pollo es rostizado , en horno electrico sin carbon, estaba rico, otro sabor pero lo recomiendo sale relleno, antes habian mesas para comerlo, ahora no los hay, asi q a comerlo en la camioneta",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Me cobraron casi 20 soles por demás y eso que no había cola, los precios del anaquel no concuerdan con los de caja y uno cansado, sin ánimos, ni para renegar. Más consideración y menos viveza de las cajeras.",Plaza Vea,Universitaria,Retail,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Gran supermercado, comercializa artículos de librería, farmacia, electrodomésticos, cómputo, telefonía, ferretería, Moda, Juguetes, Gaseosas, vinos, Frutas, verduras, Carnes. Puedes pagar en efectivo así como también con tarjeta de crédito o débito. Dispone de estacionamiento.",Plaza Vea,Universitaria,Retail,5,muy positivo,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Es un buen supermercado, está surtido de todo lo necesario, su ubicación es accesible pero no muy vistosa durante la noche por encontrarse a la mitad de entre las avenidas (Angélica Gamarra y Tomad Valle) y es más seguro salir a esa hora caminando por la Av tomas valle ya que está más iluminada",Plaza Vea,Universitaria,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Es pequeño la verdad me pareció peligroso porque afuera de este hay paraderos de motos piratas. Lo que menos me gustó es que el baño este en el segundo piso y metido al fondo , lo rescatable es que hay estacionamiento en el segundo piso puedes subir con tu carrito y dejar todas tus compras ahí .Atienden hasta las 10pm bueno a esa hora ya no dejan entrar y los que ya estaban adentro los esperan para que cierren.",Plaza Vea,Universitaria,Retail,3,neutral,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Tengo mala experiencia con el parqueo de carros. No entiendo te dan 30 minutos de parqueo por consumo de 50 soles. Mientras que al pagar sólo en la caja te pasas más de 20 minutos haciendo las largas colas porque sólo hay dos cajas atendiendo. Creó que deberían de reconsiderar y ser más benevolente en cuanto al tiempo que se deja el auto en las cocheras. En lo demás todo limpio y ordenado. Gracias.,Plaza Vea,Universitaria,Retail,3,neutral,Hace 4 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Muy espacioso con buenos precios. Es un buen lugar para hacer las compras y los precios son muy competitivos. Es muy limpio y hay muchas cajas lo que hace que al momento de pagar sea rápido y eficiente. Consigues celulares, electrodomésticos, comida, pastelería, muy variado.",Plaza Vea,Universitaria,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Me encanta porque está cerca a mi casa encuentro. De todo un poco lo que deseo hay juegos para los engreidos,es un lugar muy acogedor porque tienes donde tomar un café con tus amigos y hablar muchas horas se los recomiendo que lo visiten",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Entré a averiguar un producto que ellos venden y no tenían a salir del estacionamiento te cobran ,y no lo veo justo que por estar 5 minutos te cobren es un abuso",Plaza Vea,Universitaria,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Es un buen lugar para comprar encuentro de todo en lo que es comestible hasta ropa para mi nena y hay juegos para que los pequeños se entretengan mientras uno compra oh este pagando y muy buena la atención del personal y lo bueno cerca a mi casa por eso le doy ***** estrellas...y se los recomiendo como clienta de Vea...,Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 8 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Me gusta por que están bien ubicados todos los productos, de primera necesidad, artic de limpieza, comida, y tiene un pequeño espacio para comer, limpio,.siempre hay ofertas en los productos y eso es bueno.",Plaza Vea,Universitaria,Retail,5,muy positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Buen lugar, tranquilo hay ofertas muy interesantes a veces, pero siempre he podido encontrar lo que busco, tienen un acogedor patio de comidas, muy recomendable para ir a comparación de otros supermercados por la zona, que tienen demasiada gente.",Plaza Vea,Universitaria,Retail,5,muy positivo,Fecha de edición: Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Es una de las pocas tiendas de esta cadena que tienen un buen servicio y cuentan con aire acondicionado ya que se viene el verano,Plaza Vea,Universitaria,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Queria comprar un rollo de flin y en caja no podian leer los codigos la cajera llamo a su superior fue a ver los codigos espere un buen tiempo para que me diga que no esta en venta malisimo,Plaza Vea,Universitaria,Retail,2,negativo,Hace 2 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Amplio lugar con mucha mercadería, y con una muy eficiente y amable atención por parte del personal que ahí labora.",Plaza Vea,Universitaria,Retail,4,positivo,Hace 2 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Hay mucha delincuencia en la zona no hay seguridad que resguarde a la gente que sale , pones un pie fue del supermercado y nadie responde x ti . Hasta han matado a una persona saliendo de ahí y asaltaron el lugar hace poco. Deberían tener agentes policiales en los exteriores para dar más seguridad a sus clientes",Plaza Vea,Universitaria,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Local amplio y bien distribuido. Se puede mejorar las facilidades para sacar el carrito con las compras hasta el estacionamiento de taxis que está aprox a 200 metros de la entrada del local,Plaza Vea,Universitaria,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Pesima la atención al cliente en plaza vea de Av. Universitaria en atención de tarjetas Oh, simplemente porque la tarjeta no leia la banda sin embargo reclame y la Srta. de atención al cliente la cual tube un trato descorte y de malcriades hacia mi persona por reclamar sobre mi tarjeta la cual no se podia leer la banda, me pidio descortezmente mi DNI y queria que espere fuera de la oficina la cual no me parecio ya que no hay transparencia en la atención porque debe ser en presencia del Cliente cosa que malcriadamente me dijo que esperara fuera sin saber que hacia con mi DNI habiendo hablado con la Supervisora del area la que indico que se me atendiera y la señorita me dijo que reclame por telefono, llame y me dijeron que no habia problema con la tarjeta y que la anularan y me otorguen otra ya que no era responsabilidad mia que me dieran una tarjeta en pesimas condiciones sin costo alguno a pesar que ya habian ordenado, la señorita que me atendio me dijo haga lo que le de la gana y pague sus 20 soles, yo me pregunto ? como es posible que financiera Oh contrate a estos malos elementos que ni educación tienen que pidieron paseme con ella por telefono y no quiso contestar, espero en lo sucesivo se eviten estos malo inconvenientes dando capacitaciones en atención del cliente a pesar que tengo muchos años como cliente responsable, verdaremente daban ganas de devolver la tarjeta por los maltratos que sucitan siempre en Plaza Vea de Universitaria Atentamente RAUL ESPINOZA GARRIDO DNI 25477935",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Ordenado, bien distribuido y bien abastecido. Solo capacitaría mejor al personal supervisor para que solucionen los inconvenientes que se presentan y no pierdan el tiempo chateando mientras el cliente espera solución.",Plaza Vea,Universitaria,Retail,3,neutral,Hace 5 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"La tienda es buena, lo que es pésimo es la atención no todos claro esta pero demasiado malhumorados y y con respecto a seguridad todos unos malcriados. Ya van dos veces,uno para ingresar tenia demasiadas cosas importantes para mi en mi cartera como 2 disco externos, me venia de hacer un trabajo y laptop no me acuerdo que mas la cuestión es que cuando ingresaba le muestro mi cartera a la sra de seguridad,como en otras tiendas y siempre me dicen pase no hay problema. y ella me dice que tenia que dejarlo en los locker. Y que no podía ingresar con la cartera. Eso fue una vez, no volví a ir hasta despues de mucho, en la segunda yo ingrese normal no tenía mas que mi estuche de cosméticos y y bueno hago mis compras. Al salir la sra de seguridad me pide el voucher y como vi que lo hacia con todos yo le di sabiendo que si no suena la alarma estoy en mi derecho de no mostrar nada pero me pare ahi a esperar que termine con otro cliente, ya habíamos pasado el censor y nunca sonó. Termina con el sr y sigo yo pero llega otro y le revisa a el primero y yo quede tercera y le muestro tan normal el voucher y vi que reviso hasta el último producto bueno hasta ahi normal y cuando me devuelve el ticket me dice su cartera y yo le conteste porque si ya reviso las compras y cuando yo pasé no sonó ninguna alarma y ella me responde en voz mas alta ""si sonó"" para esto ya había a mi alrededor como 5 clientes mas y todos se quedaron viéndome como si yo fuera una vulgar ladrona. Y le increpe su comentario no se por que motivo pero desde que me pare ahi sentí una mala voluntad asi mi. Trate de pasarlo pero al suceder esto yo si le reclame y me regresé con todo y compras a pasar nuevamente en delante de todos por el censor y nunca sonó. Y ella nunca se mostró en actitud como que se equivocó o de disculpa por el mal rato que me hizo pasar. Es por eso que la verdad es la tienda a la cual trato de ni ir ya mas salvo por que ahi venden los libros que le piden a mi hijo sino no mas voy",Plaza Vea,Universitaria,Retail,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Pequeño pero ordenado, encuentras lo necesario para tus compras, el servicio de cajas es algo que debe mejorar, demasiadas colas y personal apático, la seguridad revisa hasta si te ve saliendo de la caja... Mejorando eso en un muy buen servicio",Plaza Vea,Universitaria,Retail,4,positivo,Hace 9 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Lo malo es el servicio higiénico, si compras no pagas por el uso del servicio, pero si no presentas ticket de compras se paga 1 sol, y los svc están impresentable, personas de la 3ra edad pagan.",Plaza Vea,Universitaria,Retail,2,negativo,Hace 2 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Excelente lugar para compras espacioso y con ofertas,Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Porque, puedes venir al banco Interbank que siempre , hay uno , en plaza vea",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 9 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Problemas en la caja preferencial. 1 sola caja y otros problemas que requerían de una supervisora para solucionar, demorando mucho en aparecer. Asi como hay 2 ó 3 cajeras debe haber en la preferencial. Muchas madres y personas mayores que se han tenido que ir a hacer cola en las otras cajas. Una madre con 2 niños tuvo problemas por ir a las cajas rápidas .de todas maneras fue atendida. Por lo demas bien, sobre todo con el personal al que se le pide ayuda que estan por ahí acomodando las mercaderías, muy bien por esas personas.",Plaza Vea,Universitaria,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Es espacioso, tiene variedad de productos, la atención es rápida y muy amable. En esta coyuntura aplican muy bien los protocolos de seguridad manteniendo el distanciamiento social. Tiene un amplio estacionamiento ubicado en el segundo nivel, donde tambien estan ubicados los SSHH y también se puede estacionar en los alrededores de la tienda en el primer nivel pero les recomiendo dirigirse al segundo nivel; ya que en este nivel está dentro de la tienda. La ubicación de la tienda está en la misma Av Universitaria.",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Lugar ordenado, el único detalle. Cochera 5 soles. Si consumes 10 soles, te dan media hora, si consumes 50, te dan 1 hora, si vas al entretenimiento de niños y no consumes en plaza vea, tendrás que pagar 5 soles la hora.",Plaza Vea,Universitaria,Retail,4,positivo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Asisto con frecuencia a hacer mis compras no porque sea la mejor tienda de plaza vea si no porque es la más cercana a mi, no e posible que un local como ese tenga productos sin preciados, fajas para productos en caja malograda, los supervisores de caja conversando con otro personal mientras que los están necesitando , balanzas malogradas y esto es solo algunas de las cosas que se ven y todo eso es mala gestión del gerente de tienda que no hace un control a los encargados de área.",Plaza Vea,Universitaria,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
Excelente. Variedad de productos. Lugar amplio muchas cajas. Recomendable,Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
"Buena tardes. Bastante contrariado por la atención de hoy por la tarde. Normalmente no me quejo, pero ya son varias las ocasiones que me sucede lo mismo y la verdad hoy perdí la paciencia y ustedes están a punto de perder un cliente. Habían atendiendo 4 cajas. De ellas una era Preferencial y de las otras 3, dos estaban paralizadas porque querían hacer anulaciones y no podían hacerlo porque la UNICA Supervisora estaba en su oficina atendiendo a varios otros clientes. Más de diez minutos y la ÚNICA Supervisora nunca llegó. No es que el personal haya atendido mal (es más se esforzaban por atendernos correctamente) es que sencillamente no ponen personal suficiente. Y NO ES LA PRIMERA VEZ QUE OCURRE!!! El problema no es el personal, el problema son ustedes como institución al sobreponer funciones. PESIMA ATENCIÓN (Y, repito, no por culpa del personal de atención al público)!!!",Plaza Vea,Universitaria,Retail,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
