comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,sentimiento_modelo,polaridad_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,requiere_revision_etiqueta,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_final_original,sentimiento_final_origen,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia,sentimiento_ia_neutral,confianza_ia_neutral,justificacion_ia_neutral,usar_etiqueta_ia_neutral,regla_aplicada
Pesima atencion obligan a la fuerza estar con ellos y te ponen cuentas que nunca as pedido miy mala compania,Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Pesima atencion obligan a la fuerza estar con ellos y te ponen cuentas que nunca as pedido miy mala compania,pesima atencion obligan a la fuerza estar con ellos y te ponen cuentas que nunca as pedido miy mala compania,108,20,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9725403785705566,0.9725403785705566,0.0244184844195842,0.0030410848557949,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Fui a hacer una consulta por un tema de teléfono fijo, me indicaron que por ser de empresa me llamarían de un módulo sea el 1 o el 3, como no llamaban a nadie ví el módulo 3 vacío y me acerqué porque quería saber si me llamarían por nombre o Ruc EL TIPO NI ME DEJÓ HABLAR y DE FRENTE ME DIJO cuando la llamen será del módulo que figure en la pantalla, nada que ver con la atención del encargado que estaba al ingresar, regresé a consultar si solo se podía hacer el trámite en tienda porque con ese tipo de personal mejor hacer la pregunta a un boot,",Entel,San Isidro,Telecomunicaciones,1,muy negativo,Hace 8 meses,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Fui a hacer una consulta por un tema de teléfono fijo, me indicaron que por ser de empresa me llamarían de un módulo sea el 1 o el 3, como no llamaban a nadie ví el módulo 3 vacío y me acerqué porque quería saber si me llamarían por nombre o Ruc EL TIPO NI ME DEJÓ HABLAR y DE FRENTE ME DIJO cuando la llamen será del módulo que figure en la pantalla, nada que ver con la atención del encargado que estaba al ingresar, regresé a consultar si solo se podía hacer el trámite en tienda porque con ese tipo de personal mejor hacer la pregunta a un boot,",fui a hacer una consulta por un tema de teléfono fijo me indicaron que por ser de empresa me llamarían de un módulo sea el 1 o el 3 como no llamaban a nadie ví el módulo 3 vacío y me acerqué porque quería saber si me llamarían por nombre o ruc el tipo ni me dejó hablar y de frente me dijo cuando la llamen será del módulo que figure en la pantalla nada que ver con la atención del encargado que estaba al ingresar regresé a consultar si solo se podía hacer el trámite en tienda porque con ese tipo de personal mejor hacer la pregunta a un boot,549,111,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.7090059518814087,0.7090059518814087,0.2853218913078308,0.0056721363216638,muy negativo,muy negativo,False,media,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Es algo lleno francamente no me gusta estar ahí parado esperando.,Claro,Jockey Plaza,Telecomunicaciones,3,neutral,Hace 7 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Es algo lleno francamente no me gusta estar ahí parado esperando.,es algo lleno francamente no me gusta estar ahí parado esperando,65,11,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.9167956709861756,0.9167956709861756,0.0776957124471664,0.005508616566658,negativo,neutral,True,baja,sin_etiqueta_final_confiable,,ia_clase_minoritaria,negativo,alta,Crítica clara pero no extrema,si,,,,,
Compré un celular pagué por adelantado y no lo envían me dicen que sí pero no no contraten con esta empresa es de denuncia a la policía el caso,Entel,San Isidro,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Compré un celular pagué por adelantado y no lo envían me dicen que sí pero no no contraten con esta empresa es de denuncia a la policía el caso,compré un celular pagué por adelantado y no lo envían me dicen que sí pero no no contraten con esta empresa es de denuncia a la policía el caso,143,29,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9278479218482972,0.9278479218482972,0.0680595859885215,0.0040924530476331,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Excelente atención y productos muy variados,Falabella,San Isidro,Retail,5,muy positivo,Hace 9 meses,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente atención y productos muy variados,excelente atención y productos muy variados,43,6,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9511564373970032,0.0039326269179582,0.0449110306799411,0.9511564373970032,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
MSO miraflores .... distintas areas del sector de telecomunicaciones(Ingenieria y oficinas) del operador ENTEL.,Entel,Miraflores,Telecomunicaciones,4,positivo,Fecha de edición: Hace 8 años,"https://www.google.com/maps/place/Entel+Miraflores/@-12.0981593,-77.067645,13z/data=!4m12!1m2!2m1!1sentel+miraflores!3m8!1s0x9105c83a9a4e26b1:0xf7e0e0e0c1a0eeb1!8m2!3d-12.1178405!4d-77.0443373!9m1!1b1!15sChBlbnRlbCBtaXJhZmxvcmVzIgOIAQGSARF0ZWxlcGhvbmVfY29tcGFueeABAA!16s%2Fg%2F11bx1cbmzz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",MSO miraflores .... distintas areas del sector de telecomunicaciones(Ingenieria y oficinas) del operador ENTEL.,mso miraflores distintas areas del sector de telecomunicaciones ingenieria y oficinas del operador entel,111,14,False,False,False,False,True,positivo,True,False,,NEU,neutral,0.8546994924545288,0.0700132399797439,0.8546994924545288,0.075287289917469,neutral,positivo,True,baja,sin_etiqueta_final_confiable,,regla_voto_ponderado,,,,,,,,,R1_estrellas_altas_neu_neutral
"Mal servicio, gente en espera y te cierran la puerta a la cara minutos antes de las 7pm",Claro,Jockey Plaza,Telecomunicaciones,1,muy negativo,Hace 5 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Mal servicio, gente en espera y te cierran la puerta a la cara minutos antes de las 7pm",mal servicio gente en espera y te cierran la puerta a la cara minutos antes de las 7pm,87,18,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9664384126663208,0.9664384126663208,0.0297341775149106,0.0038275045808404,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Pésimo en especial la atención de los guachimanes de la puerta, que se creen con derecho a pedir dni, como si fueran personal de la policía. La cartilla de vacunación es requerida pero no el dni",Tottus,Jockey Plaza,Retail,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésimo en especial la atención de los guachimanes de la puerta, que se creen con derecho a pedir dni, como si fueran personal de la policía. La cartilla de vacunación es requerida pero no el dni",pésimo en especial la atención de los guachimanes de la puerta que se creen con derecho a pedir dni como si fueran personal de la policía la cartilla de vacunación es requerida pero no el dni,194,36,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9572585821151732,0.9572585821151732,0.0399384647607803,0.0028029510285705,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Como toda tienda de telefonía en el Peru es una porquería. De buena gente les pongo 2 estrellas,Entel,San Miguel,Telecomunicaciones,2,negativo,Hace 4 meses,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Como toda tienda de telefonía en el Peru es una porquería. De buena gente les pongo 2 estrellas,como toda tienda de telefonía en el peru es una porquería de buena gente les pongo 2 estrellas,95,18,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.8690505027770996,0.8690505027770996,0.1108602657914161,0.0200893003493547,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,
Excelente ambiente y encuentras de todo,Wong,La Molina,Retail,5,muy positivo,Hace 7 meses,"https://www.google.com/maps/place/Wong+La+Molina/@-12.0909119,-77.371532,10z/data=!4m12!1m2!2m1!1swong+la+molina!3m8!1s0x9105c71a9112c9a1:0xf1ccb920f195bc5b!8m2!3d-12.0919991!4d-76.9514207!9m1!1b1!15sCg53b25nIGxhIG1vbGluYSIDiAEBWhAiDndvbmcgbGEgbW9saW5hkgELc3VwZXJtYXJrZXSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRTYkdSdVdYUlJWa1p5Vld4UmQxTkZNVE5VUjJSeVRsaG9UMUpWUlJBQuABAPoBBAgAECE!16s%2Fg%2F1tm8g106?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente ambiente y encuentras de todo,excelente ambiente y encuentras de todo,39,6,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9689728021621704,0.0035357172600924,0.0274915676563978,0.9689728021621704,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
LOS EMPLEADOS DE VENTAS DEBEN SER SINCEROS YO ADVERTÍ QUE PUEDO PAGAR MIS RECIBOS DESPUÉS DE VENCIDA LA TERCERA SEMANA DEL MES Y ME MINTIERON QUE ME PONDRIAN QUE ASÍ SERIA. LLEVO 15 MESES PAGANDO MORAS. HAY QUE VENDER RESPONSABLEMENTE. EN EL MISMO ACTO ME VENDIERON UN CELULAR LG K10 COMO OCTACORE Y EN RELIDAD ES CUADCORE Y ADEMÁS ME VENDIERON UN CELULAR MARCA PCD QUE A LOS DIEZ DÍAS DE USO SE LE DERRAMÓ LA PANTALLA Y NO SIRVIÓ NUNCA. LA VENTA DEL LG K10 FUE CON SERVICIO ILIMITADO POR 18 MESES CON COMUNICACIÓN GRATIS EN 20 PAISES HOY SOLO TENGO EN 4 SIN HABER SALIDO DEL CONTRATO. EL LG K10 FALLÓ A LAS TRES SEMANAS Y ME LO CAMBIARON POR OTRO ALLÍ PUEDE QUE MI CELULAR HAYA SIDO CAMBIADO POR EL PERSONAL DE OCTACORE A CUADCORE.,Claro,Miraflores,Telecomunicaciones,3,neutral,Fecha de edición: Hace 8 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",LOS EMPLEADOS DE VENTAS DEBEN SER SINCEROS YO ADVERTÍ QUE PUEDO PAGAR MIS RECIBOS DESPUÉS DE VENCIDA LA TERCERA SEMANA DEL MES Y ME MINTIERON QUE ME PONDRIAN QUE ASÍ SERIA. LLEVO 15 MESES PAGANDO MORAS. HAY QUE VENDER RESPONSABLEMENTE. EN EL MISMO ACTO ME VENDIERON UN CELULAR LG K10 COMO OCTACORE Y EN RELIDAD ES CUADCORE Y ADEMÁS ME VENDIERON UN CELULAR MARCA PCD QUE A LOS DIEZ DÍAS DE USO SE LE DERRAMÓ LA PANTALLA Y NO SIRVIÓ NUNCA. LA VENTA DEL LG K10 FUE CON SERVICIO ILIMITADO POR 18 MESES CON COMUNICACIÓN GRATIS EN 20 PAISES HOY SOLO TENGO EN 4 SIN HABER SALIDO DEL CONTRATO. EL LG K10 FALLÓ A LAS TRES SEMANAS Y ME LO CAMBIARON POR OTRO ALLÍ PUEDE QUE MI CELULAR HAYA SIDO CAMBIADO POR EL PERSONAL DE OCTACORE A CUADCORE.,los empleados de ventas deben ser sinceros yo advertí que puedo pagar mis recibos después de vencida la tercera semana del mes y me mintieron que me pondrian que así seria llevo 15 meses pagando moras hay que vender responsablemente en el mismo acto me vendieron un celular lg k10 como octacore y en relidad es cuadcore y además me vendieron un celular marca pcd que a los diez días de uso se le derramó la pantalla y no sirvió nunca la venta del lg k10 fue con servicio ilimitado por 18 meses con comunicación gratis en 20 paises hoy solo tengo en 4 sin haber salido del contrato el lg k10 falló a las tres semanas y me lo cambiaron por otro allí puede que mi celular haya sido cambiado por el personal de octacore a cuadcore,732,138,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.5869861841201782,0.5869861841201782,0.4014782011508941,0.0115356100723147,negativo,neutral,True,baja,sin_etiqueta_final_confiable;baja_confianza_modelo,,ia_clase_minoritaria,negativo,media,Modelo apoya crítica sin intensidad textual,si,,,,,
"Hicieron una ampliación del centro comercial que para acceder debes dar toda la vuelta al mall. Se que suena a estrategia, claro la primera ves q vas te distraes, pero tomas mucho tiempo y luego aburre. Algunos ssh tienes q subir medio piso. Y el ascensor allí no para, sobre todo para gente en muletas o silla de ruedas.",Ripley,San Miguel,Retail,2,negativo,Hace 2 años,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Hicieron una ampliación del centro comercial que para acceder debes dar toda la vuelta al mall. Se que suena a estrategia, claro la primera ves q vas te distraes, pero tomas mucho tiempo y luego aburre. Algunos ssh tienes q subir medio piso. Y el ascensor allí no para, sobre todo para gente en muletas o silla de ruedas.",hicieron una ampliación del centro comercial que para acceder debes dar toda la vuelta al mall se que suena a estrategia claro la primera ves q vas te distraes pero tomas mucho tiempo y luego aburre algunos ssh tienes q subir medio piso y el ascensor allí no para sobre todo para gente en muletas o silla de ruedas,321,59,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.6428677439689636,0.6428677439689636,0.3405904471874237,0.0165418069809675,negativo,negativo,False,media,,negativo,consistencia_estrella_modelo,,,,,,,,,
Tiene accesos rápidos para bajar a Tottus. Un solo baño en el 2do piso. Tiene variedad de productos solo que menor cantidad de cajas actualmente porque hay mayor número de cajas de autoservicio.,Falabella,San Isidro,Retail,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Tiene accesos rápidos para bajar a Tottus. Un solo baño en el 2do piso. Tiene variedad de productos solo que menor cantidad de cajas actualmente porque hay mayor número de cajas de autoservicio.,tiene accesos rápidos para bajar a tottus un solo baño en el 2do piso tiene variedad de productos solo que menor cantidad de cajas actualmente porque hay mayor número de cajas de autoservicio,194,33,False,False,False,False,True,muy positivo,True,False,,NEU,neutral,0.6656416654586792,0.0158385355025529,0.6656416654586792,0.3185197710990906,neutral,muy positivo,True,baja,sin_etiqueta_final_confiable,,regla_voto_ponderado,,,,,,,,,R1_estrellas_altas_neu_neutral
"Puedes encontrar variedad de ropa aquí, además trabajan con marcas peruanas",Oechsle,Jockey Plaza,Retail,4,positivo,Hace 2 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Puedes encontrar variedad de ropa aquí, además trabajan con marcas peruanas",puedes encontrar variedad de ropa aquí además trabajan con marcas peruanas,75,11,False,False,False,False,True,positivo,True,False,,POS,positivo,0.4973243176937103,0.0196183342486619,0.4830573201179504,0.4973243176937103,positivo,positivo,True,baja,baja_confianza_modelo,positivo,consistencia_estrella_modelo,,,,,,,,,
"Ingrese un viernes después de las 9:00 de la noche, estaba muy tranquilo y ordenado y habia control de seguridad en su puerta de salida",Plaza Vea,Miraflores,Retail,4,positivo,Hace 7 meses,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Ingrese un viernes después de las 9:00 de la noche, estaba muy tranquilo y ordenado y habia control de seguridad en su puerta de salida",ingrese un viernes después de las 9 00 de la noche estaba muy tranquilo y ordenado y habia control de seguridad en su puerta de salida,135,26,False,False,False,False,True,positivo,True,False,,POS,positivo,0.8757859468460083,0.0034503997303545,0.1207636594772338,0.8757859468460083,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,
